====================================================================================================
ACL 2024 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 860
总类别数: 1

排名     类别                                                 数量         占比        
47     Beihang University                                                     10           1.16%
48     IBM                                                                    9            1.05%
49     Soochow University                                                     9            1.05%
50     University of Maryland                                                 9            1.05%
51     University of California, Berkeley                                     9            1.05%
52     ByteDance                                                              9            1.05%
53     Korea Advanced Institute of Science and Technology                     9            1.05%
54     Xi'an Jiao Tong University                                             9            1.05%
55     Baidu                                                                  9            1.05%
56     University of Melbourne                                                8            0.93%
57     Pennsylvania State University                                          8            0.93%
58     University of California, Los Angeles                                  8            0.93%
59     University of Electronic Science and Technology of China               8            0.93%
60     University of Sydney                                                   8            0.93%
61     University of Copenhagen                                               8            0.93%
62     New York University                                                    8            0.93%
63     Virginia Tech                                                          8            0.93%
64     University of Amsterdam                                                8            0.93%
65     Tel Aviv University                                                    7            0.81%
66     Singapore Management University                                        7            0.81%
67     Technical University of Darmstadt                                      7            0.81%
68     Ant Group                                                              7            0.81%
69     University of Pennsylvania                                             7            0.81%
70     Canadian Institute for Advanced Research                               6            0.70%
71     EPFL                                                                   6            0.70%
72     Saarland University                                                    6            0.70%
73     Sichuan University                                                     6            0.70%
74     City University of Hong Kong                                           6            0.70%
75     Wuhan University                                                       6            0.70%
76     University of Michigan                                                 6            0.70%
77     Jiangsu Collaborative Innovation Center for Language Competence        6            0.70%
78     Princeton University                                                   6            0.70%
79     University of California, Santa Barbara                                6            0.70%
80     McGill University                                                      6            0.70%
81     Harvard University                                                     6            0.70%
82     University College London                                              6            0.70%
83     Yale University                                                        6            0.70%
84     Shanghai Collaborative Innovation Center of Intelligent Visual Computing 6            0.70%
85     Shenzhen Institute of Advanced Technology                              6            0.70%
86     University of Texas at Austin                                          6            0.70%
87     University of Wisconsin-Madison                                        6            0.70%
88     Bar-Ilan University                                                    5            0.58%
89     Université de Montréal                                                 5            0.58%
90     University of Notre Dame                                               5            0.58%
91     Yonsei University                                                      5            0.58%
92     Leiden University                                                      5            0.58%
93     Allen Institute for Artificial Intelligence                            5            0.58%
94     Cohere                                                                 5            0.58%
95     University of British Columbia                                         5            0.58%
96     LMU Munich                                                             5            0.58%
97     Munich Center for Machine Learning                                     5            0.58%
98     Huazhong University of Science and Technology                          5            0.58%
99     Westlake University                                                    5            0.58%
100    Apple                                                                  5            0.58%
101    Johns Hopkins University                                               5            0.58%
102    University of Massachusetts Amherst                                    5            0.58%
103    University of North Carolina at Chapel Hill                            5            0.58%
104    Quebec AI Institute                                                    4            0.47%
105    National University of Defense Technology                              4            0.47%
106    NVIDIA                                                                 4            0.47%
107    University of Toronto                                                  4            0.47%
108    Technical University of Munich                                         4            0.47%
109    Zhipu AI                                                               4            0.47%
110    Shenzhen University                                                    4            0.47%
111    East China Normal University                                           4            0.47%
112    Cisco Systems                                                          4            0.47%
113    Engineering Research Center of Machine Learning and Industry Intelligence 4            0.47%
114    University of the Basque Country                                       4            0.47%
115    ShanghaiTech University                                                4            0.47%
116    University of Illinois at Chicago                                      4            0.47%
117    Nankai University                                                      4            0.47%
118    Dalian University of Technology                                        4            0.47%
119    Tianjin University                                                     4            0.47%
120    Southeast University                                                   4            0.47%
121    Jilin University                                                       4            0.47%
122    University of Alberta                                                  4            0.47%
123    University of Texas at Dallas                                          4            0.47%
124    Institute for Infocomm Research                                        4            0.47%
125    Meituan                                                                4            0.47%
126    University of Tokyo                                                    4            0.47%
127    Beijing National Research Center for Information Science and Technology 4            0.47%
128    Indian Institute of Technology Delhi                                   4            0.47%
129    Salesforce                                                             4            0.47%
130    University of Manchester                                               4            0.47%
131    Technische Universität Darmstadt                                       4            0.47%
132    Singapore University of Technology and Design                          4            0.47%
133    Higher School of Economics                                             4            0.47%
134    Central South University                                               4            0.47%
135    University of Oxford                                                   4            0.47%
136    Zhongguancun Laboratory                                                4            0.47%
137    Fondazione Bruno Kessler                                               4            0.47%
138    Nanjing University of Science and Technology                           3            0.35%
139    University of Illinois Chicago                                         3            0.35%
140    Kempelen Institute of Intelligent Technologies                         3            0.35%
141    National Taiwan University                                             3            0.35%
142    University of Zurich                                                   3            0.35%
143    IT University of Copenhagen                                            3            0.35%
144    KAIST                                                                  3            0.35%
145    Pompeu Fabra University                                                3            0.35%
146    Xiaomi Corporation                                                     3            0.35%
147    Hanyang University                                                     3            0.35%
148    Bocconi University                                                     3            0.35%
149    University of Chicago                                                  3            0.35%
150    Bloomberg                                                              3            0.35%
151    Xiaohongshu Inc                                                        3            0.35%
152    NAVER Corporation                                                      3            0.35%
153    University of Bologna                                                  3            0.35%
154    King Abdullah University of Science and Technology                     3            0.35%
155    International Digital Economy Academy                                  3            0.35%
156    Northwest Minzu University                                             3            0.35%
157    Max Planck Institute for Intelligent Systems                           3            0.35%
158    Beijing Jiao Tong University                                           3            0.35%
159    CNRS                                                                   3            0.35%
160    Dartmouth College                                                      3            0.35%
161    South China University of Technology                                   3            0.35%
162    Hefei Comprehensive National Science Center                            3            0.35%
163    University of California, Irvine                                       3            0.35%
164    CPII                                                                   3            0.35%
165    SenseTime                                                              3            0.35%
166    University of Georgia                                                  3            0.35%
167    State Key Laboratory of Media Convergence Production Technology and Systems 3            0.35%
168    University of Waterloo                                                 3            0.35%
169    Xidian University                                                      3            0.35%
170    Qatar Computing Research Institute                                     3            0.35%
171    New York University Shanghai                                           3            0.35%
172    Shandong University                                                    3            0.35%
173    Sapienza University of Rome                                            3            0.35%
174    University of Minnesota                                                3            0.35%
175    Indian Institute of Technology Bombay                                  3            0.35%
176    National Institute of Information and Communications Technology        3            0.35%
177    University of Virginia                                                 3            0.35%
178    LG                                                                     3            0.35%
179    Ohio State University                                                  3            0.35%
180    Artificial Intelligence Research Institute                             3            0.35%
181    King's College London                                                  3            0.35%
182    Korea University                                                       3            0.35%
183    Guangdong Provincial Key Laboratory of Novel Security Intelligence Technologies 3            0.35%
184    Indiana University                                                     2            0.23%
185    Emory University                                                       2            0.23%
186    Swiss Finance Institute                                                2            0.23%
187    Beijing University of Technology                                       2            0.23%
188    George Mason University                                                2            0.23%
189    Weco AI                                                                2            0.23%
190    Abridge AI                                                             2            0.23%
191    University of Gothenburg                                               2            0.23%
192    Queen Mary University of London                                        2            0.23%
193    Hebrew University of Jerusalem                                         2            0.23%
194    Aalborg University                                                     2            0.23%
195    University of Würzburg                                                 2            0.23%
196    Zhengzhou University                                                   2            0.23%
197    Sea AI Lab                                                             2            0.23%
198    Charles University                                                     2            0.23%
199    Ecole Normale Supérieure                                               2            0.23%
200    Tianjin University of Science and Technology                           2            0.23%
201    Pazhou Lab                                                             2            0.23%
202    Invertible AI                                                          2            0.23%
203    DarkMatter AI Research                                                 2            0.23%
204    Queen’s University                                                     2            0.23%
205    Beijing Institute for General Artificial Intelligence                  2            0.23%
206    Kakao Corp.                                                            2            0.23%
207    International Laboratory on Learning Systems                           2            0.23%
208    Université Paris-Saclay                                                2            0.23%
209    Institution not specified                                              2            0.23%
210    Adobe                                                                  2            0.23%
211    DeepSeek-AI                                                            2            0.23%
212    Brno University of Technology                                          2            0.23%
213    Generative AI Research Lab                                             2            0.23%
214    Beijing Foreign Studies University                                     2            0.23%
215    Penn State University                                                  2            0.23%
216    University of Pittsburgh                                               2            0.23%
217    NewsBreak                                                              2            0.23%
218    Jiuquan Satellite Launch Center                                        2            0.23%
219    Snap Inc.                                                              2            0.23%
220    State Grid Corporation of China                                        2            0.23%
221    Sorbonne Université                                                    2            0.23%
222    Hupan Lab                                                              2            0.23%
223    University of Duisburg-Essen                                           2            0.23%
224    University Hospital Essen                                              2            0.23%
225    University of Auckland                                                 2            0.23%
226    Tata Consultancy Services                                              2            0.23%
227    WeChat AI                                                              2            0.23%
228    Hunan Normal University                                                2            0.23%
229    Ministry of Education                                                  2            0.23%
230    University of Colorado                                                 2            0.23%
231    Singapore-ETH Centre                                                   2            0.23%
232    Indian Institute of Technology Patna                                   2            0.23%
233    State Key Laboratory of Cognitive Intelligence                         2            0.23%
234    Duke University                                                        2            0.23%
235    Heidelberg University                                                  2            0.23%
236    Babelscape                                                             2            0.23%
237    Monash University                                                      2            0.23%
238    University of California, Davis                                        2            0.23%
239    Jinan University                                                       2            0.23%
240    Guangdong University of Technology                                     2            0.23%
241    Nanjing University of Aeronautics and Astronautics                     2            0.23%
242    Columbia University                                                    2            0.23%
243    Indian Institute of Technology Kharagpur                               2            0.23%
244    AI4Bharat                                                              2            0.23%
245    Indian Institute of Technology Madras                                  2            0.23%
246    International Institute of Information Technology, Design & Manufacturing 2            0.23%
247    Idiap Research Institute                                               2            0.23%
248    Texas A&M University                                                   2            0.23%
249    University of Turin                                                    2            0.23%
250    Chinese Information Processing Laboratory                              2            0.23%
251    State Key Laboratory of Computer Science                               2            0.23%
252    University of Stuttgart                                                2            0.23%
253    Beijing Language and Culture University                                2            0.23%
254    Toyota Technological Institute at Chicago                              2            0.23%
255    Alan Turing Institute                                                  2            0.23%
256    Xiamen University                                                      2            0.23%
257    Institute for Advanced Algorithms Research                             2            0.23%
258    University of Sheffield                                                2            0.23%
259    Flipkart                                                               2            0.23%
260    Shaanxi Province Key Laboratory of Big Data Knowledge Engineering      2            0.23%
261    Brock University                                                       2            0.23%
262    Ludwig Maximilian University of Munich                                 2            0.23%
263    Washington University in St. Louis                                     2            0.23%
264    University of Glasgow                                                  2            0.23%
265    OPPO Research Institute                                                2            0.23%
266    Skolkovo Institute of Science and Technology                           2            0.23%
267    University of Hamburg                                                  2            0.23%
268    Stevens Institute of Technology                                        2            0.23%
269    Anti-Defamation League                                                 1            0.12%
270    Polytechnique Montréal                                                 1            0.12%
271    Universite Grenoble Alpes                                              1            0.12%
272    University of Montreal                                                 1            0.12%
273    School of Computing and Information Systems                            1            0.12%
274    University of Bucharest                                                1            0.12%
275    Massachusetts Institute of Technology Lincoln Laboratory               1            0.12%
276    DeepMind                                                               1            0.12%
277    University of Twente                                                   1            0.12%
278    Nanjing Institute of Software Technology                               1            0.12%
279    Nanjing University of Posts and Telecommunications                     1            0.12%
280    Nanjing University of Information Science and Technology               1            0.12%
281    Istituto di Scienza e Tecnologia dell’Informazione "A. Faedo"          1            0.12%
282    Istituto di Linguistica Computazionale "Antonio Zampolli"              1            0.12%
283    Lehigh University                                                      1            0.12%
284    NAVER Cloud                                                            1            0.12%
285    National Taiwan Normal University                                      1            0.12%
286    EZAI                                                                   1            0.12%
287    Chunghwa Telecom Co., Ltd.                                             1            0.12%
288    Beijing Huairou Laboratory                                             1            0.12%
289    Fuzhou University                                                      1            0.12%
290    SmartMore                                                              1            0.12%
291    Chongqing University of Technology                                     1            0.12%
292    University of Konstanz                                                 1            0.12%
293    Wikimedia Foundation                                                   1            0.12%
294    School of Data Science                                                 1            0.12%
295    Shanghai Key Laboratory of Data Science                                1            0.12%
296    University of Warsaw                                                   1            0.12%
297    Sony AI                                                                1            0.12%
298    University of Milan                                                    1            0.12%
299    University of Leeds                                                    1            0.12%
300    Heriot-Watt University                                                 1            0.12%
301    Multimodal Art Projection Research Community                           1            0.12%
302    Department of Computing                                                1            0.12%
303    Research Centre on Data Science & Artificial Intelligence              1            0.12%
304    Stony Brook University                                                 1            0.12%
305    New York University Abu Dhabi                                          1            0.12%
306    American University of Sharjah                                         1            0.12%
307    University of Bath                                                     1            0.12%
308    Northwestern University                                                1            0.12%
309    Western Washington University                                          1            0.12%
310    AIWaves Inc.                                                           1            0.12%
311    Université de Sherbrooke                                               1            0.12%
312    Binghamton University                                                  1            0.12%
313    University of Limerick                                                 1            0.12%
314    King Fahd University of Petroleum and Minerals                         1            0.12%
315    King Abdulaziz University                                              1            0.12%
316    Brown University                                                       1            0.12%
317    Wuhan University Natural Language Processing Group                     1            0.12%
318    Tongji University                                                      1            0.12%
319    Hamad Bin Khalifa University                                           1            0.12%
320    Ubisoft                                                                1            0.12%
321    Twelve Labs                                                            1            0.12%
322    Riiid                                                                  1            0.12%
323    Kensho Technologies                                                    1            0.12%
324    EHESS                                                                  1            0.12%
325    Beijing Wenge Technology Co., Ltd                                      1            0.12%
326    Parameter Lab                                                          1            0.12%
327    Pioneer Centre for Artificial Intelligence                             1            0.12%
328    University of Tübingen                                                 1            0.12%
329    Guangxi University                                                     1            0.12%
330    Ajou University                                                        1            0.12%
331    Indonesian Language Processing Society                                 1            0.12%
332    AI Singapore                                                           1            0.12%
333    Institut Teknologi Bandung                                             1            0.12%
334    Prosa.ai                                                               1            0.12%
335    Guangdong Provincial Key Laboratory of Fire Science and Intelligent Emergency Technology 1            0.12%
336    Max Planck Institute for Empirical Aesthetics                          1            0.12%
337    National Applied Research Laboratories                                 1            0.12%
338    National Central University                                            1            0.12%
339    ModelBest Inc.                                                         1            0.12%
340    Qilu University of Technology                                          1            0.12%
341    Shandong Provincial Key Laboratory of Computer Networks                1            0.12%
342    Mila                                                                   1            0.12%
343    Instituto de Telecomunicações                                          1            0.12%
344    Technical University of Vienna                                         1            0.12%
345    Hong Kong Baptist University                                           1            0.12%
346    Frontis AI                                                             1            0.12%
347    National Key Laboratory                                                1            0.12%
348    University of Trieste                                                  1            0.12%
349    Area Science Park                                                      1            0.12%
350    Ping An Property & Casualty Insurance Company                          1            0.12%
351    Hangzhou Dianzi University                                             1            0.12%
352    École de technologie supérieure                                        1            0.12%
353    United International College                                           1            0.12%
354    DiDi Global Inc                                                        1            0.12%
355    Qualcomm Korea YH                                                      1            0.12%
356    Vector Institute                                                       1            0.12%
357    Chittagong University of Engineering & Technology                      1            0.12%
358    University of Adelaide                                                 1            0.12%
359    Anyang Normal University                                               1            0.12%
360    Karlsruhe Institute of Technology                                      1            0.12%
361    Archimedes Research Unit                                               1            0.12%
362    Sony Group Corporation                                                 1            0.12%
363    Technion – Israel Institute of Technology                              1            0.12%
364    SoftBank Corporation                                                   1            0.12%
365    Meisei University                                                      1            0.12%
366    JPMorgan Chase & Co.                                                   1            0.12%
367    Spiffy AI                                                              1            0.12%
368    Ministry of Natural Resources                                          1            0.12%
369    Ministry of Culture and Tourism of China                               1            0.12%
370    Texas A&M University-Corpus Christi                                    1            0.12%
371    HEIG-VD                                                                1            0.12%
372    Beijing Key Lab of Traffic Data Analysis and Mining                    1            0.12%
373    Hangzhou High-Tech Zone Institute of Blockchain and Data Security      1            0.12%
374    Quebec Artificial Intelligence Institute                               1            0.12%
375    National Bureau of Economic Research                                   1            0.12%
376    Jiangsu Vocational College of Information Technology                   1            0.12%
377    Shenzhen Stock Exchange                                                1            0.12%
378    NiuTrans Research                                                      1            0.12%
379    Hong Kong University                                                   1            0.12%
380    Guangdong University of Foreign Studies                                1            0.12%
381    Bigmath Technology                                                     1            0.12%
382    Wake Forest University                                                 1            0.12%
383    Zurich University of Applied Sciences                                  1            0.12%
384    Pädagogische Hochschule Zurich                                         1            0.12%
385    Independent Researcher                                                 1            0.12%
386    Freenome Holdings, Inc                                                 1            0.12%
387    Georgetown University                                                  1            0.12%
388    National Institutes of Health                                          1            0.12%
389    RPTU Kaiserslautern-Landau                                             1            0.12%
390    University of North Carolina                                           1            0.12%
391    Eightfold.ai                                                           1            0.12%
392    Thorn                                                                  1            0.12%
393    Institute of Computing Technology                                      1            0.12%
394    Cambricon Technologies                                                 1            0.12%
395    Sofia University "St. Kliment Ohridski"                                1            0.12%
396    Siemens AG                                                             1            0.12%
397    Cornell University                                                     1            0.12%
398    University of Maryland, College Park                                   1            0.12%
399    Michigan State University                                              1            0.12%
400    Université Paris-Dauphine                                              1            0.12%
401    Ecole Polytechnique Federale de Lausanne                               1            0.12%
402    Universitat Pompeu Fabra                                               1            0.12%
403    Jiangsu Collaborative Innovation Center for Language Ability           1            0.12%
404    ZHAW School of Engineering                                             1            0.12%
405    People’s Daily Online                                                  1            0.12%
406    University of Rochester                                                1            0.12%
407    Massachusetts General Hospital                                         1            0.12%
408    HSBC                                                                   1            0.12%
409    Shenzhen MSU-BIT University                                            1            0.12%
410    Indira Gandhi Institute of Medical Sciences                            1            0.12%
411    Beijing Engineering Research Center                                    1            0.12%
412    NEC Laboratories Europe                                                1            0.12%
413    NOVA University of Lisbon                                              1            0.12%
414    University of Aberdeen                                                 1            0.12%
415    California State University, Northridge                                1            0.12%
416    University of Louisville                                               1            0.12%
417    Kansas State University                                                1            0.12%
418    University Politehnica of Bucharest                                    1            0.12%
419    Jiangxi Normal University                                              1            0.12%
420    FinAI                                                                  1            0.12%
421    Fujitsu Research India                                                 1            0.12%
422    Indian Institute of Science                                            1            0.12%
423    Lucerne University of Applied Sciences and Arts                        1            0.12%
424    South China Agricultural University                                    1            0.12%
425    INF Technology                                                         1            0.12%
426    Shanxi University                                                      1            0.12%
427    Playtest AI                                                            1            0.12%
428    Contextual AI                                                          1            0.12%
429    PingAn Technology                                                      1            0.12%
430    Suzhou Laboratory                                                      1            0.12%
431    Indian Institute of Technology Kanpur                                  1            0.12%
432    Korea Telecom                                                          1            0.12%
433    RhineAI                                                                1            0.12%
434    Boston University                                                      1            0.12%
435    Sri Lanka Institute of Technology                                      1            0.12%
436    Madan Mohan Malaviya Institute of Technology                           1            0.12%
437    Sarvam AI                                                              1            0.12%
438    University of Galway                                                   1            0.12%
439    University of Marburg                                                  1            0.12%
440    University of Mannheim                                                 1            0.12%
441    Hikvision Research Institute                                           1            0.12%
442    Hangzhou Global Scientific and Technological Innovation Center         1            0.12%
443    3AZFT                                                                  1            0.12%
444    Beijing                                                                1            0.12%
445    Fraunhofer Institute for Integrated Circuits                           1            0.12%
446    University of Osnabrück                                                1            0.12%
447    Technion - Israel Institute of Technology                              1            0.12%
448    Open University                                                        1            0.12%
449    Central China Normal University                                        1            0.12%
450    Trivago                                                                1            0.12%
451    Utrecht University                                                     1            0.12%
452    University of South China                                              1            0.12%
453    Shanghai AI Lab                                                        1            0.12%
454    Alibaba Group Holding Limited                                          1            0.12%
455    Shanghai Engineering Research Center of Intelligent Vision and Imaging 1            0.12%
456    Dana-Farber Cancer Institute                                           1            0.12%
457    Netease                                                                1            0.12%
458    Université d’Angers                                                    1            0.12%
459    University of Arizona                                                  1            0.12%
460    West Virginia University                                               1            0.12%
461    Smartor.me                                                             1            0.12%
462    Goldman Sachs                                                          1            0.12%
463    Tinkoff Bank                                                           1            0.12%
464    Moscow Institute of Physics and Technology                             1            0.12%
465    Innopolis University                                                   1            0.12%
466    Brandeis University                                                    1            0.12%
467    Leibniz University Hannover                                            1            0.12%
468    4Paradigm                                                              1            0.12%
469    Systems Engineering Institute                                          1            0.12%
470    State Key Laboratory of Mathematical Engineering and Advanced Computing 1            0.12%
471    Arizona State University                                               1            0.12%
472    Zhipu.AI                                                               1            0.12%
473    National Key Laboratory of General Artificial Intelligence             1            0.12%
474    Shanghai University of Finance and Economics                           1            0.12%
475    Hikvision                                                              1            0.12%
476    International Human Phenome Institutes                                 1            0.12%
477    Research Center for Social Computing and Information Retrieval         1            0.12%
478    Institute of Information Science and Technology                        1            0.12%
479    MoE Key Laboratory of High Confidence Software Technologies            1            0.12%
480    Bangladesh University of Engineering and Technology                    1            0.12%
481    Engineering Research Center of Next-Generation Intelligent Search and Recommendation 1            0.12%
482    BNRist                                                                 1            0.12%
483    University of Groningen                                                1            0.12%
484    Centre for Artificial Intelligence Research                            1            0.12%
485    CSIRO                                                                  1            0.12%
486    Academy of Mathematics and Systems Science                             1            0.12%
487    Centrum Wiskunde & Informatica                                         1            0.12%
488    SaluteDevices                                                          1            0.12%
489    Center for Artificial Intelligence Technology                          1            0.12%
490    University of Technology Sydney                                        1            0.12%
491    University of Bristol                                                  1            0.12%
492    Santa Fe Institute                                                     1            0.12%
493    University of Warwick                                                  1            0.12%
494    Vidyasirimedhi Institute of Science and Technology                     1            0.12%
495    Rice University                                                        1            0.12%
496    Vrije Universiteit Amsterdam                                           1            0.12%
497    Zhejiang Police College                                                1            0.12%
498    University of California, Santa Cruz                                   1            0.12%
499    eBay Inc.                                                              1            0.12%
500    POSTECH                                                                1            0.12%
501    aiXplain Inc.                                                          1            0.12%
502    TIFIN Inc                                                              1            0.12%
503    University of Massachusetts Boston                                     1            0.12%
504    EleutherAI                                                             1            0.12%
505    OneLineAI3                                                             1            0.12%
506    VESSL AI                                                               1            0.12%
507    University of Bern                                                     1            0.12%
508    Bern University of Applied Sciences                                    1            0.12%
509    Beijing Normal University                                              1            0.12%
510    University of Cape Town                                                1            0.12%
511    aequa-tech                                                             1            0.12%
512    Charles Darwin University                                              1            0.12%
513    World Bank                                                             1            0.12%
514    Universidade Federal de Goiás                                          1            0.12%
515    Universiti Sultan Zainal Abidin                                        1            0.12%
516    Uniwersytet Opolski                                                    1            0.12%
517    Waseda University                                                      1            0.12%
518    Hasso Plattner Institute                                               1            0.12%
519    Georgia State University                                               1            0.12%
520    Free University of Bozen-Bolzano                                       1            0.12%
521    Rutgers University                                                     1            0.12%
522    Donghai Laboratory                                                     1            0.12%
523    Huzhou University                                                      1            0.12%
524    University of Wisconsin                                                1            0.12%
525    Wisdom Way AI Lab                                                      1            0.12%
526    Institute of Infocomm Research                                         1            0.12%
527    A*STAR                                                                 1            0.12%
528    IIT Bombay                                                             1            0.12%
529    Key Laboratory of System Software                                      1            0.12%
530    Upstage AI                                                             1            0.12%
531    Honda Research Institute                                               1            0.12%
532    Kuaishou                                                               1            0.12%
533    Beijing Key Laboratory of Big Data Management and Analysis Methods     1            0.12%
534    Shenzhen Research Institute of Big Data                                1            0.12%
535    North Carolina State University                                        1            0.12%
536    South China Normal University                                          1            0.12%
537    Hong Kong Metropolitan University                                      1            0.12%
538    Intel                                                                  1            0.12%
539    JD                                                                     1            0.12%
540    OPPO AI Center                                                         1            0.12%
541    HiDream.ai                                                             1            0.12%
542    RMIT University                                                        1            0.12%
543    Portland State University                                              1            0.12%
544    Hokkaido University                                                    1            0.12%
545    Cleanlab                                                               1            0.12%
546    Pr(Ai)2R Group                                                         1            0.12%
547    summary.ai                                                             1            0.12%
548    University of Texas at Arlington                                       1            0.12%
549    Shantou University                                                     1            0.12%
550    Alibaba Cloud                                                          1            0.12%
551    University of California, Riverside                                    1            0.12%
552    China Mobile                                                           1            0.12%
553    Du Xiaoman Science Technology Co., Ltd.                                1            0.12%
554    Agency for Science, Technology and Research                            1            0.12%
555    Centre for Perceptual and Interactive Intelligence                     1            0.12%
556    iFLYTEK Research                                                       1            0.12%
557    Zhongke Fanyu Technology Co., Ltd                                      1            0.12%
558    Drexel University                                                      1            0.12%
559    Lawrence Livermore National Laboratory                                 1            0.12%
560    China Automotive Technology and Research Center                        1            0.12%
561    Shanghai Key Laboratory of Trusted Data Circulation and Governance in Web3 1            0.12%
562    Vector Institute for AI                                                1            0.12%
563    Baichuan Intelligent Technology                                        1            0.12%
564    Edith Cowan University                                                 1            0.12%
565    INRIA Bordeaux                                                         1            0.12%
566    Max Planck Institute for Software Systems                              1            0.12%
567    Technische Universität Berlin                                          1            0.12%
568    ASAPP Inc                                                              1            0.12%
569    Key Laboratory of Brain Cognition and Brain-inspired Intelligence Technology 1            0.12%
570    Fundación Vicomtech                                                    1            0.12%
571    University of Central Florida                                          1            0.12%
572    Xiangjiang Laboratory                                                  1            0.12%
573    Anthropic                                                              1            0.12%
574    University of Göttingen                                                1            0.12%
575    Center for Human-Compatible AI                                         1            0.12%
576    KTH Royal Institute of Technology                                      1            0.12%
577    Northwestern Polytechnical University                                  1            0.12%
578    Douyin Vision Co., Ltd.                                                1            0.12%
579    CyberAgent                                                             1            0.12%
580    Ping An Technology                                                     1            0.12%
581    Nyun AI                                                                1            0.12%
582    Indian Institute of Technology (ISM) Dhanbad                           1            0.12%
583    AsiaInfo Technologies                                                  1            0.12%
584    Westlake Institute for Advanced Study                                  1            0.12%
585    Johannes Gutenberg University Mainz                                    1            0.12%
586    Key Laboratory of High Confidence Software Technologies                1            0.12%
587    Max Planck Institute for Informatics                                   1            0.12%
588    Reka AI                                                                1            0.12%
589    Shanghai Qi Zhi Institute                                              1            0.12%
590    Florida International University                                       1            0.12%
591    Kumoh National Institute of Technology                                 1            0.12%
592    Grammarly                                                              1            0.12%
593    ELTEMATE                                                               1            0.12%
594    Graduate Institute of International and Development Studies            1            0.12%
595    Shanghai University                                                    1            0.12%
596    Rochester Institute of Technology                                      1            0.12%
597    Institute of Electrical Engineers, Chinese Academy of Sciences         1            0.12%
598    University of Regensburg                                               1            0.12%
599    Beijing Information Science and Technology University                  1            0.12%
600    Reuters                                                                1            0.12%
601    Alberta Machine Intelligence Institute                                 1            0.12%
602    Jiangsu Normal University                                              1            0.12%
603    Maastricht University                                                  1            0.12%
604    Katholieke Universiteit Leuven                                         1            0.12%
605    Carle Illinois College of Medicine                                     1            0.12%
606    University of Bremen                                                   1            0.12%
607    University of Lisbon                                                   1            0.12%
608    Comcast                                                                1            0.12%
609    Ho Chi Minh City University of Technology                              1            0.12%
610    VinAI Research                                                         1            0.12%
611    Purdue University                                                      1            0.12%
612    GE Healthcare                                                          1            0.12%
613    University of International Business and Economics                     1            0.12%
614    University of Chinese Academy of Science                               1            0.12%
615    Hebei University of Science and Technology                             1            0.12%
616    Samton (Jiangxi) Technology Development Co., Ltd                       1            0.12%
617    Vrije Universiteit Brussel                                             1            0.12%
618    FNRS                                                                   1            0.12%
619    Australian National University                                         1            0.12%
620    Linköping University                                                   1            0.12%
621    IN.AI Research                                                         1            0.12%
622    Rembrandt University                                                   1            0.12%
623    Macquarie University                                                   1            0.12%
624    University of Macau                                                    1            0.12%
